"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.782934331937613"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:7.384361119022579"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.690823736977265"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.583133656464314"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.244726030021322"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.467560498652267"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::handleOnPause"
"<android.view.Window: void setFlags(int,int)>","512","512"
"<android.view.View: void setFocusable(boolean)>","1"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.FrameLayout{1c3e7d5 VFE...... ......I. 0,0-0,0}"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::onResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::nativeOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::handleOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceCreated"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:0.8498562129741203"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:5.762322351437451"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.486185457841454"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.900649285145871"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.260213711111062"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.96265323343669"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.122566820275248"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.11485307290862"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.259516811004632"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.369578774771071"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.471717276984156"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.612074004522745"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.691323092795853"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.27456663254002"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.889453659654382"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.456717841270542"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.302141118912244"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.98869895580928"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.336938913084715"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.326309076721927"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.67641223541396"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.127414346172412"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.345427265710573"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.795678684235192"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.7361483914245"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.793621463309053"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.876936843610384"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.999111675188763"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.966184662179517"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.57923506456235"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.598475769726548"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.893726839855226"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.619761272206196"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.855052831210521"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:11.700101694651407"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:11.597422085201085"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.793228906112653"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.683042786622384"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.951306294636613"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.655665270905539"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.411685024958942"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","100001","240000"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","create files"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.19765750437706"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.807862396585053"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.39309621389386"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.298366038950908"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.410603450235993"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.468986159089189"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.34527185208445"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::handleOnPause"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.view.Window: void setFlags(int,int)>","512","512"
"<android.view.View: void setFocusable(boolean)>","1"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.FrameLayout{1c3e7d5 VFE...... ......I. 0,0-0,0}"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::onResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceCreated"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:0.9481277500472864"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::nativeOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::handleOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:3.309787969814656"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.102540465195123"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.965887349430368"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.860977884995872"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:8.641103123224712"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.84017614442732"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.112244712469758"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.067044541588718"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.260642817927204"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.225236310043767"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.040595469269608"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:9.664069138513343"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::handleOnPause"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","100001","240000"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","create files"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""ea54c277-547a-4ce4-b47d-74466315c792"",oauth_signature=""BlnE9eN6jB8fwI2n9L6PhtLjmug%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682173688"",oauth_version=""1.0"""
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Accept-Encoding","identity"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","User-Agent","DirectTapSDK ver1.0.3 (9;28;) Android Native"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Connection","close"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Sdk-Version","1.0.3"
