category,analysis,method
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: android.content.res.AssetManager getAssets()>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
NETWORK_INFORMATION,STATIC,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getPointerCount()>
NETWORK_INFORMATION,STATIC,<android.view.InputDevice$MotionRange: float getRange()>
NETWORK_INFORMATION,STATIC,<java.util.HashMap: java.util.Collection values()>
NETWORK_INFORMATION,STATIC,<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
NETWORK_INFORMATION,STATIC,<android.net.Uri: android.net.Uri parse(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.util.Date: long getTime()>
NETWORK_INFORMATION,STATIC,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getUnicodeChar(int)>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getDeviceId()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getPointerId(int)>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getAxisValue(int)>
NETWORK_INFORMATION,STATIC,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,STATIC,<java.io.FileInputStream: java.io.FileDescriptor getFD()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,STATIC,<android.view.Display: int getOrientation()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getDeviceId()>
NETWORK_INFORMATION,STATIC,<android.net.ConnectivityManager: android.net.NetworkInfo getNetworkInfo(int)>
NETWORK_INFORMATION,STATIC,<android.view.InputEvent: android.view.InputDevice getDevice()>
NETWORK_INFORMATION,STATIC,<java.util.Locale: java.util.Locale getDefault()>
NETWORK_INFORMATION,STATIC,<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.io.File: java.lang.String getPath()>
NETWORK_INFORMATION,STATIC,<android.view.Window: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,STATIC,<java.io.Writer: java.io.Writer append(java.lang.CharSequence,int,int)>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,STATIC,<android.view.animation.Animation: android.view.animation.Animation clone()>
NETWORK_INFORMATION,STATIC,<java.util.HashMap: java.util.Set entrySet()>
NETWORK_INFORMATION,STATIC,<java.security.MessageDigest: byte[] digest()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getX(int)>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: android.content.pm.ApplicationInfo getApplicationInfo()>
NETWORK_INFORMATION,STATIC,<android.view.InputDevice$MotionRange: float getFlat()>
NETWORK_INFORMATION,STATIC,<android.os.Environment: java.io.File getDataDirectory()>
NETWORK_INFORMATION,STATIC,<android.hardware.Sensor: int getType()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.app.Application getApplication()>
NETWORK_INFORMATION,STATIC,<android.net.NetworkInfo: android.net.NetworkInfo$State getState()>
NETWORK_INFORMATION,STATIC,<android.media.MediaPlayer: android.media.MediaPlayer create(android.content.Context,android.net.Uri)>
NETWORK_INFORMATION,STATIC,<android.view.View: android.os.IBinder getWindowToken()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getAction()>
NETWORK_INFORMATION,STATIC,<android.view.InputDevice$MotionRange: float getMin()>
NETWORK_INFORMATION,STATIC,<android.os.Environment: java.io.File getExternalStorageDirectory()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getSource()>
NETWORK_INFORMATION,STATIC,<java.lang.StringBuilder: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<android.hardware.SensorManager: float[] getOrientation(float[],float[])>
NETWORK_INFORMATION,STATIC,<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getY(int)>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getY()>
NETWORK_INFORMATION,STATIC,<android.hardware.SensorManager: boolean getRotationMatrix(float[],float[],float[],float[])>
NETWORK_INFORMATION,STATIC,<java.lang.Long: long longValue()>
NETWORK_INFORMATION,STATIC,<java.lang.Throwable: java.lang.String getMessage()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getSize(int)>
NETWORK_INFORMATION,STATIC,<java.lang.Enum: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<android.animation.Animator: android.animation.Animator clone()>
NETWORK_INFORMATION,STATIC,<android.os.Environment: java.lang.String getExternalStorageState()>
NETWORK_INFORMATION,STATIC,<android.content.ComponentName: android.content.ComponentName clone()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getRepeatCount()>
NETWORK_INFORMATION,STATIC,<java.util.Locale: java.lang.String getLanguage()>
NETWORK_INFORMATION,STATIC,<java.io.File: java.lang.String getAbsolutePath()>
NETWORK_INFORMATION,STATIC,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,STATIC,<android.view.InputDevice: android.view.InputDevice$MotionRange getMotionRange(int,int)>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: java.lang.ClassLoader getClassLoader()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: java.lang.Object getSystemService(java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getX()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Constructor getConstructor(java.lang.Class[])>
NETWORK_INFORMATION,STATIC,<android.content.res.Resources: android.content.res.Configuration getConfiguration()>
NETWORK_INFORMATION,STATIC,<javax.microedition.khronos.egl.EGLContext: javax.microedition.khronos.egl.EGL getEGL()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.view.Window getWindow()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getMetaState()>
NETWORK_INFORMATION,DYNAMIC,<android.content.ContextWrapper: android.content.res.AssetManager getAssets()>
NETWORK_INFORMATION,DYNAMIC,<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
NETWORK_INFORMATION,DYNAMIC,<android.view.MotionEvent: int getPointerCount()>
NETWORK_INFORMATION,DYNAMIC,<java.util.Date: long getTime()>
NETWORK_INFORMATION,DYNAMIC,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
NETWORK_INFORMATION,DYNAMIC,<android.view.KeyEvent: int getUnicodeChar(int)>
NETWORK_INFORMATION,DYNAMIC,<android.view.MotionEvent: int getPointerId(int)>
NETWORK_INFORMATION,DYNAMIC,<android.app.Activity: android.content.ComponentName getComponentName()>
NETWORK_INFORMATION,DYNAMIC,<android.app.Activity: int getRequestedOrientation()>
NETWORK_INFORMATION,DYNAMIC,<java.lang.reflect.Field: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,DYNAMIC,<android.view.Display: int getOrientation()>
NETWORK_INFORMATION,DYNAMIC,<android.view.KeyEvent: int getDeviceId()>
NETWORK_INFORMATION,DYNAMIC,<android.app.Activity: android.content.Intent getIntent()>
NETWORK_INFORMATION,DYNAMIC,<android.view.Display: int getRotation()>
NETWORK_INFORMATION,DYNAMIC,<android.view.LayoutInflater: android.view.View inflate(int,android.view.ViewGroup,boolean)>
NETWORK_INFORMATION,DYNAMIC,<android.view.Window: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,DYNAMIC,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,DYNAMIC,<java.util.HashMap: java.util.Set entrySet()>
NETWORK_INFORMATION,DYNAMIC,<android.view.View: android.content.Context getContext()>
