"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidInput","sensor listener tear down"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","paused"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed meshes/app: { }"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed textures/app: { }"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed shaders/app: { }"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed buffers/app: { }"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","destroyed"
"<android.view.View: void setFocusable(boolean)>","1"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.view.View: void setFocusable(boolean)>","1"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.app.Activity: void setVolumeControlStream(int)>","3"
"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.RelativeLayout{c35267d V.E...... ......I. 0,0-0,0}"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidInput","sensor listener setup"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","OGL renderer: Android Emulator OpenGL ES Translator (Google SwiftShader)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","OGL vendor: Google (Google Inc.)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","OGL version: OpenGL ES-CM 1.1 (OpenGL ES 3.0 SwiftShader 4.0.0.1)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","OGL extensions: GL_EXT_debug_marker GL_EXT_robustness GL_OES_blend_func_separate GL_OES_blend_equation_separate GL_OES_blend_subtract GL_OES_byte_coordinates GL_OES_compressed_paletted_texture GL_OES_point_size_array GL_OES_point_sprite GL_OES_single_precision GL_OES_stencil_wrap GL_OES_texture_env_crossbar GL_OES_texture_mirored_repeat GL_OES_EGL_image GL_OES_element_index_uint GL_OES_draw_texture GL_OES_texture_cube_map GL_OES_draw_texture GL_OES_packed_depth_stencil GL_EXT_texture_format_BGRA8888 GL_APPLE_texture_format_BGRA8888 GL_OES_compressed_ETC1_RGB8_texture ANDROID_EMU_CHECKSUM_HELPER_v1 ANDROID_EMU_native_sync_v2 ANDROID_EMU_dma_v1 ANDROID_EMU_YUV420_888_to_NV21 ANDROID_EMU_YUV_Cache ANDROID_EMU_sync_buffer_data GL_OES_EGL_image_external_essl3 GL_OES_vertex_array_object GL_KHR_texture_compression_astc_ldr ANDROID_EMU_host_side_tracing ANDROID_EMU_gles_max_version_3_0 "
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","framebuffer: (5, 6, 5, 0)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","depthbuffer: (24)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","stencilbuffer: (8)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","samples: (0)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","coverage sampling: (false)"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed meshes/app: { }"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed textures/app: { }"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed shaders/app: { }"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidGraphics","Managed buffers/app: { }"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@b3b5322","0","6000"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","sheet_1.txt"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sheet_1.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","sheet_1.png"
"<java.util.HashSet: boolean add(java.lang.Object)>","com.badlogic.gdx.graphics.Texture@9ce6e9"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/letterTyping_1.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/explosion1.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/explosion2.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/explosion3.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/reload.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/lots_of_bullets_remaining.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/10bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/9bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/8bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/7bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/6bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/5bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/4bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/3bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/2bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/1bullets.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/0bullets_shit.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/onNotAllowed.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/fx/gameOver.mp3"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","AndroidInput","sensor listener tear down"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/music/music_intro.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/music/music_game.mp3"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_08.fnt"
"<java.lang.String: boolean startsWith(java.lang.String)>","lineHeight="
"<java.lang.String: boolean startsWith(java.lang.String)>","base="
"<java.lang.String: boolean startsWith(java.lang.String)>","file="
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","font/b04_08.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_08.png"
"<java.lang.String: boolean startsWith(java.lang.String)>","lineHeight="
"<java.lang.String: boolean startsWith(java.lang.String)>","base="
"<java.lang.String: boolean startsWith(java.lang.String)>","file="
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","font/b04_08.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_08.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_16.fnt"
"<java.lang.String: boolean startsWith(java.lang.String)>","lineHeight="
"<java.lang.String: boolean startsWith(java.lang.String)>","base="
"<java.lang.String: boolean startsWith(java.lang.String)>","file="
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","font/b04_16.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_16.png"
"<java.lang.String: boolean startsWith(java.lang.String)>","lineHeight="
"<java.lang.String: boolean startsWith(java.lang.String)>","base="
"<java.lang.String: boolean startsWith(java.lang.String)>","file="
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","font/b04_08.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_08.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_08.fnt"
"<java.lang.String: boolean startsWith(java.lang.String)>","lineHeight="
"<java.lang.String: boolean startsWith(java.lang.String)>","base="
"<java.lang.String: boolean startsWith(java.lang.String)>","file="
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<java.lang.String: boolean startsWith(java.lang.String)>","char "
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","font/b04_08.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","font/b04_08.png"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onCreate app"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","bpk.png"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","bpk detected"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info:","com.ctugames.funnysk,/data/app/com.ctugames.funnysk-Zu6dNcj8QLxu-1EJY_wYHA==/base.apk,2159942"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","nativeSetPaths e"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.FrameLayout{e5fc98 V.E...... ......I. 0,0-0,0}"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","bpk.png"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","bpk detected"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info:","com.ctugames.funnysk,/data/app/com.ctugames.funnysk-Zu6dNcj8QLxu-1EJY_wYHA==/base.apk,2159942"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","nativeSetPaths e"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","Starting setup."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","IabHelper","Starting in-app billing setup."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::onResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::nativeOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::handleOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","IabHelper","Billing service connected."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceCreated"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","IabHelper","Checking for in-app billing 3 support."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","Setup finished."
"<android.util.Log: int e(java.lang.String,java.lang.String)>","debug info","**** Error: Problem setting up in-app billing: IabResult: Error checking for billing v3 support. (response: 3:Billing Unavailable)"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","playBackgroundMusic:media/sound/maintheme.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/maintheme.mp3"
"<android.util.Log: int e(java.lang.String,java.lang.String,java.lang.Throwable)>","Cocos2dxMusic","playBackgroundMusic: error state:null","java.lang.IllegalStateException"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:2.473469525754624E-5"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:0.3866833801225766"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/CAMRA1.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/CASH.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/cola.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/cola2.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/cola3.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/fail.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/fishing1.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/dang.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/dingdong.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/dingdong1.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/click.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/open.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/chumbung.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/chumbung2.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/kung2.mp3"
"<java.lang.String: boolean startsWith(java.lang.String)>","/"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","media/sound/release.mp3"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:0.742639238359099"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.903912304107672"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.229105501980225"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:13.080216741458644"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.170905696077922"
"<android.os.Handler: boolean sendMessage(android.os.Message)>","{ when=-11h14m5s874ms barrier=0 }"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.3884921914469"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:13.28486384545516"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:13.51092885065394"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.395429522519255"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:13.07689583227241"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.920783002431666"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.788134870995"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.169263696494973"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.637285313039893"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::handleOnPause"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::onResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::nativeOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::handleOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceCreated"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:0.32410962326257614"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:6.304150650703204"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::handleOnPause"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::onResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::nativeOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::handleOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceCreated"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:1.0417241598028415"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:6.995602389447933"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","RIGHT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","RIGHT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","CENTER"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:2.2895968383708247"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:16.659003622994227"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:15.78077878656187"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:16.67862501187788"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:16.322609931433746"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:15.975022836132897"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:16.404196898251104"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:15.0885003454573"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:15.892199649921858"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:14.294266672211462"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:15.18423105418453"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:15.491805702324589"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:16.495091605076354"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:16.462404559770782"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:16.534435340610283"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:15.973958844955003"
