"<android.app.Activity: void setContentView(android.view.View,android.view.ViewGroup$LayoutParams)>","android.widget.FrameLayout{e5fc98 V.E...... ......I. 0,0-0,0}","android.widget.FrameLayout$LayoutParams@a730cf1"
"<android.app.Activity: void setContentView(android.view.View,android.view.ViewGroup$LayoutParams)>","android.widget.FrameLayout{e5fc98 V.E...... ......I. 0,0-0,0}","android.widget.FrameLayout$LayoutParams@a730cf1"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","100001","240000"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","create files"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","syncContents: p=android&a=null&m=2.1.3b01&d=null&v=42&j=[{""hb"":{""g"":""null"",""id"":""6b936331b33fc4ed5de7c082132e1c4f4e3698ad"",""a"":""null"",""p"":""android"",""m"":""2.1.3b01"",""v"":""42"",""d"":""null"",""dm"":""null"",""dv"":""null"",""hwdm"":""null"",""lg"":""en"",""lo"":""United+States"",""pn"":""com.game.myscvwe""},""ev"":[]}]"
"<java.net.URL: void <init>(java.lang.String)>","http://data.doodlemobile.com:8080/dmdata/ReceiveServlet"
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<android.app.Activity: void setContentView(android.view.View,android.view.ViewGroup$LayoutParams)>","android.widget.FrameLayout{e5fc98 V.E...... ......I. 0,0-0,0}","android.widget.FrameLayout$LayoutParams@a730cf1"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.view.Window: void setFlags(int,int)>","128","128"
