category,analysis,method
NETWORK_INFORMATION,STATIC,<android.view.View: int getWidth()>
NETWORK_INFORMATION,STATIC,<android.content.Intent: java.lang.String getStringExtra(java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getWritableDatabase()>
NETWORK_INFORMATION,STATIC,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,STATIC,<java.io.ByteArrayOutputStream: byte[] toByteArray()>
NETWORK_INFORMATION,STATIC,<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
NETWORK_INFORMATION,STATIC,<android.net.wifi.WifiManager: android.net.wifi.WifiInfo getConnectionInfo()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Field getDeclaredField(java.lang.String)>
NETWORK_INFORMATION,STATIC,<org.apache.http.util.EncodingUtils: java.lang.String getString(byte[],java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,STATIC,<android.telephony.SmsManager: java.util.ArrayList divideMessage(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,STATIC,<javax.crypto.Cipher: int getBlockSize()>
NETWORK_INFORMATION,STATIC,<java.io.ByteArrayOutputStream: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<android.net.ConnectivityManager: android.net.NetworkInfo getNetworkInfo(int)>
NETWORK_INFORMATION,STATIC,<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(android.graphics.Bitmap,int,int,int,int)>
NETWORK_INFORMATION,STATIC,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>
NETWORK_INFORMATION,STATIC,<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.lang.String: byte[] getBytes()>
NETWORK_INFORMATION,STATIC,<java.io.File: java.lang.String getPath()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getLine1Number()>
NETWORK_INFORMATION,STATIC,<android.view.animation.Animation: android.view.animation.Animation clone()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getHeight()>
NETWORK_INFORMATION,STATIC,<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>
NETWORK_INFORMATION,STATIC,<android.webkit.WebView: int getProgress()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getSimOperator()>
NETWORK_INFORMATION,STATIC,<android.telephony.SmsManager: android.telephony.SmsManager getDefault()>
NETWORK_INFORMATION,STATIC,<java.lang.String: java.lang.String trim()>
NETWORK_INFORMATION,STATIC,<java.lang.Runtime: java.lang.Runtime getRuntime()>
NETWORK_INFORMATION,STATIC,<java.net.URLConnection: java.io.OutputStream getOutputStream()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getAction()>
NETWORK_INFORMATION,STATIC,<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.params.HttpParams getParams()>
NETWORK_INFORMATION,STATIC,<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>
NETWORK_INFORMATION,STATIC,<android.content.Intent: java.lang.String getAction()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getY()>
NETWORK_INFORMATION,STATIC,<java.lang.Float: float floatValue()>
