"<dalvik.system.VMRuntime: float setTargetHeapUtilization(float)>","0.75"
"<dalvik.system.VMRuntime: long setMinimumHeapSize(long)>","8388608"
"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.view.Window: void setFlags(int,int)>","128","128"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/common.png"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@c178ed6","null","android.graphics.BitmapFactory$Options@3113557"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/common.rdf"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/help2.png"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@a778812","null","android.graphics.BitmapFactory$Options@469be3"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/help2.rdf"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/bg/f12.jpg"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@345a391","null","android.graphics.BitmapFactory$Options@fa302f6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/bg/f12.rdf"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","12"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@90f95b6","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/cover/coverBg.jpg"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/cover/cs.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pic/line.png"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_1.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_2.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_3.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","8"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_4.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_5.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_6.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_8.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_11.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_12.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_13.xml"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@15a81c6","0","6"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_15.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_16.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_17.xml"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@e1d63db","0","12"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_18.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_21.xml"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","level/level_22.xml"
