<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG21"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG19"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"2.dat"
<android.app.Activity: void setContentView(int)>;"2130903040"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"1.dat"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"3.dat"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG2"
<android.app.Activity: void setVolumeControlStream(int)>;"3"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG32"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG24"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"PAL50"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG13"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG14"
<android.graphics.Paint: void setStyle(android.graphics.Paint$Style)>;"FILL"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG16"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"0.dat"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG7"
<android.media.MediaPlayer: void setDataSource(android.content.Context,android.net.Uri)>;"net.chobin.android.psdxyr.PtSoccerActivity@8c64ed8","android.resource://net.chobin.android.psdxyr/2130968576"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG4"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG30"
<java.io.OutputStream: void write(byte[])>;"[B@4d82af2"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"PAL49"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG9"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG3"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"PAL69"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG26"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG1"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"chobin","LVL allow :256"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG10"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG5"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG11"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG8"
<android.media.MediaPlayer: void setDataSource(android.content.Context,android.net.Uri)>;"net.chobin.android.psdxyr.PtSoccerActivity@8c64ed8","android.resource://net.chobin.android.psdxyr/2130968577"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG33"
<android.graphics.Typeface: android.graphics.Typeface create(android.graphics.Typeface,int)>;"android.graphics.Typeface@831bcfd1","0"
<java.io.OutputStream: void write(byte[])>;"[B@e84da54"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"IMG6"
<java.io.OutputStream: void write(byte[])>;"[B@b7f47c0"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"MAP0"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"PAL71"
