<android.view.View: void setFocusableInTouchMode(boolean)>;"1"
<android.app.Activity: void setContentView(android.view.View)>;"org.haxe.lime.MainView{2b2d90d VFE...... ......I. 0,0-0,0}"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"nnx.bc"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"lime","mMainView is NULL"
<java.io.OutputStream: void write(byte[])>;"[B@76a2fbf"
<android.app.Activity: void setContentView(android.view.View)>;"org.haxe.lime.MainView{f7cb68c VFE...... ......I. 0,0-0,0}"
<android.app.Activity: void setContentView(android.view.View)>;"org.haxe.lime.MainView{8c47b61 VFE...... ......I. 0,0-0,0}"
<android.app.Activity: void setContentView(android.view.View)>;"org.haxe.lime.MainView{632d56b VFE...... ......I. 0,0-0,0}"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"ccn.ac"
<android.view.View: void setFocusable(boolean)>;"1"
<java.io.OutputStream: void write(byte[])>;"[B@6575ec8"
