<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>;"POST"
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AdMobSDK","No fill.  Server replied that no ads are available (5206ms)"
<android.widget.ImageView: void setVisibility(int)>;"0"
<org.apache.http.entity.AbstractHttpEntity: void setContentType(java.lang.String)>;"application/octet-stream"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""cf0f7061-eb4f-417b-b19b-09206f0ba186"",oauth_signature=""lxEE%2FuBYuVbEQ4koqa9t6a8LgoU%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682179234"",oauth_version=""1.0"""
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@d06edd3","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@c9bbd10"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""66b38b59-f8ff-4a51-9afb-611ec9609a99"",oauth_signature=""1k3S7PxbKcYxNmzORxyzPPTAnW4%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682179168"",oauth_version=""1.0"""
<android.app.Activity: void setContentView(android.view.View)>;"com.doodlemobile.basket.opengl.l{ea0a90d V.E...... ......I. 0,0-0,0}"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@ad94a2e","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@b2c9cf"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""54f46ae0-e8d6-48d2-acaf-b353717a629e"",oauth_signature=""KRjcJQS%2Fc9l22fK8CP3pWWbeD5Y%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682179180"",oauth_version=""1.0"""
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@ee59690","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@f012b89"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""9440113f-a665-4379-a677-c300f764ad73"",oauth_signature=""99%2Bq5Ssw%2FvFjCbxIA%2FqK5T7rZfk%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682179204"",oauth_version=""1.0"""
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@54444b","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@db21e28"
<java.io.OutputStream: void write(byte[])>;"[B@2cc0070"
<android.content.res.Resources: java.io.InputStream openRawResource(int)>;"2130837591"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""945c8a54-18b0-4d22-9d16-8405c09729c4"",oauth_signature=""ahV1OSfBpfHBbka4xj08cxYTvp4%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682179213"",oauth_version=""1.0"""
<android.content.res.Resources: java.io.InputStream openRawResource(int)>;"2130837624"
<android.os.Handler: boolean sendEmptyMessage(int)>;"3"
<java.io.OutputStream: void write(byte[])>;"[B@3ea11c3"
<android.util.Log: int w(java.lang.String,java.lang.String)>;"DoodleMobileAnaylise","mkdir"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""d4e4154d-5c0f-4c26-a679-fa5492ac4e07"",oauth_signature=""Hy53ard2v2Z1QseWhJnXSSmRFJU%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682179230"",oauth_version=""1.0"""
<java.net.URL: void <init>;ava.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
<java.io.OutputStream: void write(byte[])>;"[B@877d088"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 42.721916][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682161387489"
<android.content.res.Resources: java.io.InputStream openRawResource(int)>;"2130837594"
<android.util.Log: int e(java.lang.String,java.lang.String)>;"DoodleMobile","onVisibility, Appear: com.game.myscvwe main_view"
<android.widget.TextView: void setText(java.lang.CharSequence)>;"#1 FREE 3D Fish & Aquarium Social Game"
<android.graphics.Paint: void setStyle(android.graphics.Paint$Style)>;"FILL"
<java.io.OutputStream: void write(byte[])>;"[B@c4aa2b3"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""a9916cfa-10a8-436e-850e-f93956596d18"",oauth_signature=""1VcCvVDUg8oC3tKDfVCMnxawkl8%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682179160"",oauth_version=""1.0"""
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Accept-Encoding","identity"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@4f73741","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@d5e84e6"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@741c55e","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@5d7dd3f"
<java.io.OutputStream: void write(byte[])>;"[B@a43d60f"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682161350762"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 0.0015301108][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@8bf067d","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@efe0972"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Content-Type","application/x-www-form-urlencoded"
<java.io.OutputStream: void write(byte[])>;"[B@f9e7fe9"
<android.graphics.Matrix: void setTranslate(float,float)>;"384.3118","0.0"
<java.io.OutputStream: void write(byte[])>;"[B@2018b69"
