"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.view.View: void setFocusable(boolean)>","1"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.app.Activity: void setContentView(android.view.View)>","org.haxe.nme.MainView{a05e19a VFE...... ......I. 0,0-0,0}"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","EGL","Matched depth + stencil : 1"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/music1.mp3 = 2130903105"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","Sound","playMusic"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/music1.mp3 = 2130903105"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 1"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/trans.ogg = 2130903117"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/cris.ogg = 2130903104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 2"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/cris.ogg = 2130903104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/coin.ogg = 2130903102"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 3"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/coin.ogg = 2130903102"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/pin1.ogg = 2130903111"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 4"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/pin1.ogg = 2130903111"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/pin2.ogg = 2130903113"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 5"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/pin2.ogg = 2130903113"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom1.ogg = 2130903052"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 6"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom1.ogg = 2130903052"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom2.ogg = 2130903054"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 7"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom2.ogg = 2130903054"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom3.ogg = 2130903056"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom4.ogg = 2130903058"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom5.ogg = 2130903060"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 10"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom5.ogg = 2130903060"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom6.ogg = 2130903062"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 11"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom6.ogg = 2130903062"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom7.ogg = 2130903064"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 12"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom7.ogg = 2130903064"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom9.ogg = 2130903068"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 14"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom9.ogg = 2130903068"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom10.ogg = 2130903041"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 15"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom10.ogg = 2130903041"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom11.ogg = 2130903043"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get music handle ------sound/boom11.ogg = 2130903043"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Get sound handle ------sound/boom13.ogg = 2130903046"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","Sound","Loaded index: 17"
