"<android.app.Activity: void setContentView(int)>","2130903043"
"<android.view.View: void setVisibility(int)>","4"
"<android.content.Intent: android.content.Intent putExtra(java.lang.String,java.lang.String)>","extra_difficulty","easy"
"<android.app.Activity: void startActivityForResult(android.content.Intent,int)>","Intent { cmp=blink.game.ficb/.ChooseSong (has extras) }","1"
"<android.app.Activity: void setContentView(int)>","2130903041"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Easy"
"<android.view.View: void setVisibility(int)>","8"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Upload a song"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Boom Boom Dollar"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Butterfly"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Cotton Eye Joe"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","I Will Survive"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Oops I Did it Again"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Shake Your Booty"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Video Killed the Radio Star"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Waka Laka"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","We Are the Champions"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","Witch Doctor"
"<android.content.Intent: android.content.Intent putExtra(java.lang.String,java.lang.String)>","song_chosen","VIDEO"
"<android.content.Intent: android.content.Intent putExtra(java.lang.String,java.lang.String)>","extra_song","VIDEO"
"<android.content.Intent: android.content.Intent putExtra(java.lang.String,java.lang.String)>","extra_difficulty","easy"
"<android.app.Activity: void startActivityForResult(android.content.Intent,int)>","Intent { cmp=blink.game.ficb/.DroidzActivity (has extras) }","0"
"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainGamePanel","VAL: 2"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainGamePanel","NORMAL SIZE!!!"
"<android.app.Activity: void setContentView(android.view.View)>","blink.game.ficb.MainGamePanel{d7298c8 VFE...... ......I. 0,0-0,0}"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","onResume()"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","resumeGamePlay()"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainGamePanel","called resume()"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainThread","setRunning() to value: true"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainThread","Starting game loop"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainThread","Running value: true"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","pauseGamePlay()"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","saving media player at position 27149"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainGamePanel","MainGamePanel.pause()!!!"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","pauseGamePlay()"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainGamePanel","MainGamePanel.pause()!!!"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","onPause()"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","pauseGamePlay()"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainGamePanel","MainGamePanel.pause()!!!"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DroidzActivity","onSaveInstanceState"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","MainGamePanel","MainGamePanel.pause()!!!"
