category,analysis,method
NETWORK_INFORMATION,STATIC,<android.view.View: int getWidth()>
NETWORK_INFORMATION,STATIC,<android.support.v4.view.PagerAdapter: float getPageWidth(int)>
NETWORK_INFORMATION,STATIC,<java.io.ByteArrayOutputStream: byte[] toByteArray()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getPaddingBottom()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getAction()>
NETWORK_INFORMATION,STATIC,<java.lang.StackTraceElement: java.lang.String getClassName()>
NETWORK_INFORMATION,STATIC,<android.view.View$AccessibilityDelegate: android.view.accessibility.AccessibilityNodeProvider getAccessibilityNodeProvider(android.view.View)>
NETWORK_INFORMATION,STATIC,<android.os.Messenger: android.os.IBinder getBinder()>
NETWORK_INFORMATION,STATIC,<android.app.Notification: android.app.Notification clone()>
NETWORK_INFORMATION,STATIC,<org.json.JSONArray: org.json.JSONArray put(java.lang.Object)>
NETWORK_INFORMATION,STATIC,<android.widget.Scroller: float getCurrVelocity()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getImportantForAccessibility()>
NETWORK_INFORMATION,STATIC,<android.support.v4.view.ViewConfigurationCompat: int getScaledPagingTouchSlop(android.view.ViewConfiguration)>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,STATIC,<java.io.File: java.lang.String getName()>
NETWORK_INFORMATION,STATIC,<android.view.accessibility.AccessibilityEvent: int getRecordCount()>
NETWORK_INFORMATION,STATIC,<android.view.animation.Transformation: android.graphics.Matrix getMatrix()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
NETWORK_INFORMATION,STATIC,<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>
NETWORK_INFORMATION,STATIC,<android.widget.TextView: android.content.res.ColorStateList getTextColors()>
NETWORK_INFORMATION,STATIC,<android.support.v4.view.accessibility.AccessibilityRecordCompatIcs: java.lang.CharSequence getContentDescription(java.lang.Object)>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getSimOperator()>
NETWORK_INFORMATION,STATIC,<android.widget.AdapterView: int getFirstVisiblePosition()>
NETWORK_INFORMATION,STATIC,<android.view.accessibility.AccessibilityRecord: int getToIndex()>
NETWORK_INFORMATION,STATIC,<java.lang.String: java.lang.String trim()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.content.Intent getParentActivityIntent()>
NETWORK_INFORMATION,STATIC,<android.os.Bundle: java.lang.String[] getStringArray(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.net.URLConnection: java.io.OutputStream getOutputStream()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: java.lang.Object getLastNonConfigurationInstance()>
NETWORK_INFORMATION,STATIC,<android.content.Intent: java.lang.String getAction()>
NETWORK_INFORMATION,STATIC,<android.view.accessibility.AccessibilityRecord: int getMaxScrollX()>
NETWORK_INFORMATION,STATIC,<android.webkit.CookieSyncManager: android.webkit.CookieSyncManager createInstance(android.content.Context)>
NETWORK_INFORMATION,STATIC,<java.math.BigInteger: byte[] toByteArray()>
NETWORK_INFORMATION,STATIC,<java.util.concurrent.FutureTask: java.lang.Object get(long,java.util.concurrent.TimeUnit)>
NETWORK_INFORMATION,STATIC,<java.util.concurrent.FutureTask: java.lang.Object get()>
NETWORK_INFORMATION,STATIC,<android.content.ComponentName: android.content.ComponentName clone()>
NETWORK_INFORMATION,STATIC,<android.content.res.TypedArray: int getInteger(int,int)>
NETWORK_INFORMATION,STATIC,<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getContentDescription()>
NETWORK_INFORMATION,STATIC,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,STATIC,<android.content.Intent: android.os.Parcelable getParcelableExtra(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.lang.Throwable: java.lang.Throwable getCause()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getPaddingTop()>
NETWORK_INFORMATION,STATIC,<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getClassName()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getOverScrollMode()>
NETWORK_INFORMATION,STATIC,<org.json.JSONObject: java.lang.Object get(java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.view.ScaleGestureDetector: float getScaleFactor()>
NETWORK_INFORMATION,STATIC,<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
NETWORK_INFORMATION,STATIC,<android.view.accessibility.AccessibilityNodeInfo: java.lang.CharSequence getText()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.content.ComponentName getCallingActivity()>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
NETWORK_INFORMATION,STATIC,<android.app.Dialog: android.os.Bundle onSaveInstanceState()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getPointerCount()>
NETWORK_INFORMATION,STATIC,<android.support.v4.view.AccessibilityDelegateCompat: android.support.v4.view.accessibility.AccessibilityNodeProviderCompat getAccessibilityNodeProvider(android.view.View)>
NETWORK_INFORMATION,STATIC,<android.view.VelocityTracker: float getYVelocity()>
NETWORK_INFORMATION,STATIC,<java.text.DateFormat: java.lang.String format(java.util.Date)>
NETWORK_INFORMATION,STATIC,<android.accessibilityservice.AccessibilityServiceInfo: java.lang.String getId()>
