"<android.app.Activity: void setContentView(int)>","2130903041"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","mfx/menusound.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","mfx/background2.ogg"
"<android.graphics.Paint: void setStyle(android.graphics.Paint$Style)>","FILL"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.texture.Texture@857122e"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","menu/menu1.png"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@230f1cf","null","android.graphics.BitmapFactory$Options@d9e375c"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.texture.region.buffer.TextureRegionBuffer@e63ca65"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@746233a","0","8"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","menu/menu2.png"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@74dbeb","null","android.graphics.BitmapFactory$Options@f856d48"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.texture.region.buffer.TextureRegionBuffer@cba7e1"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@ce33906","0","8"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","menu/menu3.png"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@8c34bc7","null","android.graphics.BitmapFactory$Options@f2815f4"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.texture.region.buffer.TextureRegionBuffer@979e11d"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@7f6e424","0","8"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.texture.Texture@57a4b8d"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.vertex.RectangleVertexBuffer@4255142"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@db1e553","0","8"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.vertex.RectangleVertexBuffer@9d01e90"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@a4d1389","0","8"
"<java.util.HashSet: boolean add(java.lang.Object)>","org.anddev.andengine.opengl.vertex.RectangleVertexBuffer@3bb3f8e"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@9eb83af","0","8"
"<android.util.Log: int d(java.lang.String,java.lang.String,java.lang.Throwable)>","AndEngine","onSurfaceCreated","null"
"<android.util.Log: int d(java.lang.String,java.lang.String,java.lang.Throwable)>","AndEngine","RENDERER: Android Emulator OpenGL ES Translator (Google SwiftShader)","null"
"<android.util.Log: int d(java.lang.String,java.lang.String,java.lang.Throwable)>","AndEngine","VERSION: OpenGL ES-CM 1.1 (OpenGL ES 3.0 SwiftShader 4.0.0.1)","null"
