"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.RelativeLayout{4625078 V.E...... ......I. 0,0-0,0}"
"<android.app.Activity: void setVolumeControlStream(int)>","3"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pm"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@a459e9a","0","1200"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","items.png"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","click.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","fire.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","settle.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","select.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","stageclear.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","broken.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","win.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","gameover.mp3"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@d46c7a8","0","176"
"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.RelativeLayout{4625078 V.E...... ......I. 0,0-0,0}"
"<android.app.Activity: void setVolumeControlStream(int)>","3"
"<android.view.View: void setFocusableInTouchMode(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","pm"
"<java.nio.ShortBuffer: java.nio.ShortBuffer put(short[],int,int)>","[S@81edbb5","0","1200"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","items.png"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","click.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","fire.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","settle.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","select.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","stageclear.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","broken.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","win.mp3"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","gameover.mp3"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 2"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 5"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1664"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 6"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1408"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 7"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1344"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","864"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","688"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","672"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","624"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","608"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","496"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","352"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","304"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","272"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","240"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","208"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","192"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 10"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","176"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 9"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1728"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 10"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1696"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1696"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1616"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1584"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 10"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1328"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1232"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1152"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1104"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1040"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 9"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","960"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","896"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","704"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","672"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","576"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","544"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","496"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","464"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","448"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","400"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 11"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","368"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","352"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","304"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","192"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 11"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1680"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1504"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1264"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 8"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1248"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1008"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1008"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","848"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","816"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","688"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","608"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 9"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","528"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","512"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","480"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","304"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 9"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","240"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","224"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1776"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1648"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1616"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","FPSCounter","fps: 10"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1584"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1456"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1344"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1136"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1120"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1024"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","1008"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","944"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","880"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","736"
"<java.nio.IntBuffer: java.nio.IntBuffer put(int[],int,int)>","[I@b3915bb","0","720"
