category,analysis,method
LOCATION_INFORMATION,STATIC,<android.location.Location: float getBearing()>
LOCATION_INFORMATION,STATIC,<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>
LOCATION_INFORMATION,STATIC,<android.location.Location: double getLatitude()>
LOCATION_INFORMATION,STATIC,<android.location.LocationManager: android.location.LocationProvider getProvider(java.lang.String)>
LOCATION_INFORMATION,STATIC,<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>
LOCATION_INFORMATION,STATIC,<android.location.GpsSatellite: float getAzimuth()>
LOCATION_INFORMATION,STATIC,<android.location.LocationManager: java.util.List getProviders(boolean)>
LOCATION_INFORMATION,STATIC,<android.location.Location: long getTime()>
LOCATION_INFORMATION,STATIC,<android.location.Location: float getAccuracy()>
LOCATION_INFORMATION,STATIC,<android.location.GpsStatus: java.lang.Iterable getSatellites()>
LOCATION_INFORMATION,STATIC,<android.location.LocationManager: android.location.GpsStatus getGpsStatus(android.location.GpsStatus)>
LOCATION_INFORMATION,STATIC,<android.location.GpsSatellite: int getPrn()>
LOCATION_INFORMATION,STATIC,<android.telephony.gsm.GsmCellLocation: int getCid()>
LOCATION_INFORMATION,STATIC,<android.telephony.TelephonyManager: int getPhoneType()>
LOCATION_INFORMATION,STATIC,<android.telephony.gsm.GsmCellLocation: int getLac()>
LOCATION_INFORMATION,STATIC,<android.telephony.TelephonyManager: int getNetworkType()>
LOCATION_INFORMATION,STATIC,<android.location.GpsSatellite: float getSnr()>
LOCATION_INFORMATION,STATIC,<android.telephony.TelephonyManager: int getSimState()>
LOCATION_INFORMATION,STATIC,<android.location.Location: double getLongitude()>
LOCATION_INFORMATION,STATIC,<android.location.Location: java.lang.String getProvider()>
LOCATION_INFORMATION,STATIC,<android.location.Location: double getAltitude()>
LOCATION_INFORMATION,STATIC,<android.location.GpsSatellite: float getElevation()>
LOCATION_INFORMATION,STATIC,<android.location.Location: float getSpeed()>
SYSTEM_SETTINGS,STATIC,<android.provider.Settings$System: int getInt(android.content.ContentResolver,java.lang.String)>
SYSTEM_SETTINGS,STATIC,<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.nio.Buffer: java.nio.Buffer clear()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getWidth()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Field[] getFields()>
NETWORK_INFORMATION,STATIC,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,STATIC,<java.io.ByteArrayOutputStream: byte[] toByteArray()>
NETWORK_INFORMATION,STATIC,<android.view.inputmethod.CompletionInfo: java.lang.CharSequence getText()>
NETWORK_INFORMATION,STATIC,<java.net.URL: java.lang.String getHost()>
NETWORK_INFORMATION,STATIC,<java.lang.StackTraceElement: java.lang.String getClassName()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getAction()>
NETWORK_INFORMATION,STATIC,<java.io.File: java.lang.String[] list()>
NETWORK_INFORMATION,STATIC,<android.hardware.SensorManager: java.util.List getSensorList(int)>
NETWORK_INFORMATION,STATIC,<android.app.Notification: android.app.Notification clone()>
NETWORK_INFORMATION,STATIC,<java.io.Reader: int read(char[])>
NETWORK_INFORMATION,STATIC,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getUnicodeChar()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getMeasuredHeight()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,STATIC,<android.widget.RemoteViews: android.widget.RemoteViews clone()>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: android.content.Intent registerReceiver(android.content.BroadcastReceiver,android.content.IntentFilter)>
NETWORK_INFORMATION,STATIC,<java.util.concurrent.LinkedBlockingQueue: java.lang.Object take()>
NETWORK_INFORMATION,STATIC,<java.lang.String: byte[] getBytes()>
NETWORK_INFORMATION,STATIC,<java.io.File: java.lang.String getPath()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getId()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getMetaState()>
NETWORK_INFORMATION,STATIC,<android.database.sqlite.SQLiteDatabase: android.database.Cursor rawQuery(java.lang.String,java.lang.String[])>
NETWORK_INFORMATION,STATIC,<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>
NETWORK_INFORMATION,STATIC,<java.net.URISyntaxException: java.lang.String getMessage()>
NETWORK_INFORMATION,STATIC,<android.view.View: android.view.ViewGroup$LayoutParams getLayoutParams()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getSimOperator()>
NETWORK_INFORMATION,STATIC,<java.lang.reflect.Field: java.lang.Class getDeclaringClass()>
NETWORK_INFORMATION,STATIC,<java.util.Locale: java.lang.String getISO3Country()>
NETWORK_INFORMATION,STATIC,<java.lang.String: java.lang.String trim()>
NETWORK_INFORMATION,STATIC,<java.net.URLConnection: java.io.OutputStream getOutputStream()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: java.lang.Object getLastNonConfigurationInstance()>
NETWORK_INFORMATION,STATIC,<android.content.Intent: java.lang.String getAction()>
NETWORK_INFORMATION,STATIC,<java.lang.Float: float floatValue()>
NETWORK_INFORMATION,STATIC,<java.lang.Throwable: java.lang.String getMessage()>
NETWORK_INFORMATION,STATIC,<java.lang.Thread: java.lang.Thread$UncaughtExceptionHandler getDefaultUncaughtExceptionHandler()>
NETWORK_INFORMATION,STATIC,<java.lang.Throwable: java.lang.StackTraceElement[] getStackTrace()>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: android.content.pm.PackageManager getPackageManager()>
NETWORK_INFORMATION,STATIC,<android.content.res.Resources: android.util.DisplayMetrics getDisplayMetrics()>
NETWORK_INFORMATION,STATIC,<java.lang.StringBuffer: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<android.content.ComponentName: android.content.ComponentName clone()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.String getCanonicalName()>
NETWORK_INFORMATION,STATIC,<android.os.Bundle: int getInt(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,STATIC,<java.util.concurrent.locks.ReentrantLock: int getHoldCount()>
NETWORK_INFORMATION,STATIC,<android.content.Intent: android.os.Parcelable getParcelableExtra(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.lang.Throwable: java.lang.Throwable getCause()>
NETWORK_INFORMATION,STATIC,<java.lang.StackTraceElement: java.lang.String getMethodName()>
NETWORK_INFORMATION,STATIC,<org.json.JSONObject: java.lang.Object get(java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getKeyCode()>
NETWORK_INFORMATION,STATIC,<java.lang.reflect.InvocationTargetException: java.lang.Throwable getCause()>
NETWORK_INFORMATION,STATIC,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.ClassLoader getClassLoader()>
NETWORK_INFORMATION,STATIC,<android.os.Parcel: java.util.ArrayList createTypedArrayList(android.os.Parcelable$Creator)>
NETWORK_INFORMATION,STATIC,<android.database.sqlite.SQLiteDatabase: java.lang.String getPath()>
NETWORK_INFORMATION,STATIC,<java.net.URI: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getSuggestedMinimumHeight()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.content.Intent getIntent()>
NETWORK_INFORMATION,STATIC,<android.net.NetworkInfo: android.net.NetworkInfo$DetailedState getDetailedState()>
NETWORK_INFORMATION,STATIC,<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>
NETWORK_INFORMATION,STATIC,<java.io.Writer: java.io.Writer append(java.lang.CharSequence,int,int)>
NETWORK_INFORMATION,STATIC,<java.lang.reflect.Method: java.lang.Class getDeclaringClass()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: java.io.File getDir(java.lang.String,int)>
NETWORK_INFORMATION,STATIC,<java.util.Locale: java.util.Locale[] getAvailableLocales()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getMeasuredWidth()>
NETWORK_INFORMATION,STATIC,<android.telephony.ServiceState: int getState()>
NETWORK_INFORMATION,STATIC,<java.lang.Class: java.lang.reflect.Method getDeclaredMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,STATIC,<java.lang.reflect.Method: java.lang.Class[] getParameterTypes()>
NETWORK_INFORMATION,STATIC,<android.os.Environment: java.io.File getExternalStorageDirectory()>
NETWORK_INFORMATION,STATIC,<java.lang.StringBuilder: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getYPrecision()>
NETWORK_INFORMATION,STATIC,<java.lang.Enum: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<java.nio.ByteBuffer: java.nio.ByteBuffer get(byte[],int,int)>
NETWORK_INFORMATION,STATIC,<android.animation.Animator: android.animation.Animator clone()>
NETWORK_INFORMATION,STATIC,<java.util.UUID: java.lang.String toString()>
NETWORK_INFORMATION,STATIC,<java.lang.reflect.Method: java.lang.String getName()>
NETWORK_INFORMATION,STATIC,<android.telephony.TelephonyManager: java.lang.String getNetworkCountryIso()>
NETWORK_INFORMATION,STATIC,<android.os.Bundle: java.util.ArrayList getStringArrayList(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.util.Locale: java.lang.String getLanguage()>
NETWORK_INFORMATION,STATIC,<android.content.Intent: int getIntExtra(java.lang.String,int)>
NETWORK_INFORMATION,STATIC,<java.io.File: java.lang.String getAbsolutePath()>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: java.io.File getFilesDir()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: java.lang.Object getSystemService(java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getX()>
NETWORK_INFORMATION,STATIC,<java.util.TreeSet: java.util.Iterator iterator()>
NETWORK_INFORMATION,STATIC,<android.app.Activity: android.view.Window getWindow()>
NETWORK_INFORMATION,STATIC,<android.view.SurfaceView: android.view.SurfaceHolder getHolder()>
NETWORK_INFORMATION,STATIC,<android.content.Intent: java.lang.String getStringExtra(java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getWritableDatabase()>
NETWORK_INFORMATION,STATIC,<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
NETWORK_INFORMATION,STATIC,<android.database.AbstractWindowedCursor: android.database.CursorWindow getWindow()>
NETWORK_INFORMATION,STATIC,<android.net.wifi.WifiManager: android.net.wifi.WifiInfo getConnectionInfo()>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: int getUnicodeChar(int)>
NETWORK_INFORMATION,STATIC,<java.net.URL: java.lang.String getPath()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getDeviceId()>
NETWORK_INFORMATION,STATIC,<java.lang.System: java.lang.String getProperty(java.lang.String,java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.net.ConnectivityManager: android.net.NetworkInfo getNetworkInfo(int)>
NETWORK_INFORMATION,STATIC,<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.app.KeyguardManager: android.app.KeyguardManager$KeyguardLock newKeyguardLock(java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.util.Locale: java.util.Locale getDefault()>
NETWORK_INFORMATION,STATIC,<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>
NETWORK_INFORMATION,STATIC,<android.view.KeyEvent: java.lang.String getCharacters()>
NETWORK_INFORMATION,STATIC,<android.view.animation.Animation: android.view.animation.Animation clone()>
NETWORK_INFORMATION,STATIC,<android.view.View: int getHeight()>
NETWORK_INFORMATION,STATIC,<android.view.View: android.content.Context getContext()>
NETWORK_INFORMATION,STATIC,<android.content.Intent: android.net.Uri getData()>
NETWORK_INFORMATION,STATIC,<android.net.wifi.WifiManager: int getWifiState()>
NETWORK_INFORMATION,STATIC,<org.json.JSONObject: java.util.Iterator keys()>
NETWORK_INFORMATION,STATIC,<java.lang.StackTraceElement: int getLineNumber()>
NETWORK_INFORMATION,STATIC,<java.lang.Runtime: java.lang.Runtime getRuntime()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: int getAction()>
NETWORK_INFORMATION,STATIC,<android.content.res.Resources: java.lang.String getString(int)>
NETWORK_INFORMATION,STATIC,<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>
NETWORK_INFORMATION,STATIC,<android.provider.Settings$Secure: java.lang.String getString(android.content.ContentResolver,java.lang.String)>
NETWORK_INFORMATION,STATIC,<java.net.HttpURLConnection: int getResponseCode()>
NETWORK_INFORMATION,STATIC,<android.view.MotionEvent: float getY()>
NETWORK_INFORMATION,STATIC,<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>
NETWORK_INFORMATION,STATIC,<java.lang.Long: long longValue()>
NETWORK_INFORMATION,STATIC,<android.view.ViewGroup: int getChildCount()>
NETWORK_INFORMATION,STATIC,<java.lang.Double: double doubleValue()>
NETWORK_INFORMATION,STATIC,<android.content.ContextWrapper: android.content.Context getApplicationContext()>
