"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:11.039291999864878"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.959475192418893"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.910675315881681"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.693981522035571"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.737165054733982"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:10.780426736939734"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::handleOnPause"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::onResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxrenderer::nativeOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","cocos2dxactivity::handleOnResume"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceCreated"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.graphics.Paint: void setTextAlign(android.graphics.Paint$Align)>","LEFT"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:0.39368716088319167"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","onSurfaceChanged"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:5.245018672733758"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:11.248299309106715"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:13.194736086121475"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.818059691653094"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.995291779797595"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:13.105571623504117"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:13.03899922605668"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.447269339667425"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.991699745941016"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.145512715835629"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:11.959403684598593"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","debug info","fps:12.588739519787802"
