"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""b37a880c-032e-4591-a16e-c4a07c5f508a"",oauth_signature=""w%2BpDKjh9eg%2BWVVMAFZad2%2FWE8qE%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682001701"",oauth_version=""1.0"""
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Accept-Encoding","identity"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","User-Agent","DirectTapSDK ver1.0.3 (9;28;) Android Native"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Connection","close"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Sdk-Version","1.0.3"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""4fc34018-d7a2-4a43-81c5-e0152c8e11d0"",oauth_signature=""NHl9nno%2B4hIJUBZnQWQfnSaAFCs%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682001703"",oauth_version=""1.0"""
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Accept-Encoding","identity"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","User-Agent","DirectTapSDK ver1.0.3 (9;28;) Android Native"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Connection","close"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Sdk-Version","1.0.3"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""fb693ecd-63bb-4fc3-bcfc-7f0ef9c66057"",oauth_signature=""a7OeJtFDRaz8doX1B9g8OxQO3BA%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682001784"",oauth_version=""1.0"""
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Accept-Encoding","identity"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","User-Agent","DirectTapSDK ver1.0.3 (9;28;) Android Native"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Connection","close"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Sdk-Version","1.0.3"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
