"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""75cfd851-9999-4615-b6d9-2d0f402c5e4c"",oauth_signature=""wRzXg1mDUyodSVrKR5hnlKa%2FZ5I%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682400418"",oauth_version=""1.0"""
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Accept-Encoding","identity"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","User-Agent","DirectTapSDK ver1.0.3 (9;28;) Android Native"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Connection","close"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Sdk-Version","1.0.3"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""2c89be1d-571e-4b93-a2f2-6f79202fc0d0"",oauth_signature=""bZXi11wa8CbSN6vnNV5T0aB3YsM%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682400443"",oauth_version=""1.0"""
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Accept-Encoding","identity"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","User-Agent","DirectTapSDK ver1.0.3 (9;28;) Android Native"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Connection","close"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Sdk-Version","1.0.3"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>","POST"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Content-Type","application/x-www-form-urlencoded"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""f663fc5f-839b-445c-a884-4e69f603fa18"",oauth_signature=""LAbRtcRoNIMq6HP%2B5crTZY6jyF0%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682400450"",oauth_version=""1.0"""
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Accept-Encoding","identity"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","User-Agent","DirectTapSDK ver1.0.3 (9;28;) Android Native"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Connection","close"
"<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>","Sdk-Version","1.0.3"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
"<android.app.Activity: void setContentView(int)>","2130903040"
"<java.net.URL: void <init>(java.lang.String)>","https://apir.direct-tap.com/bootstrap.json?xoauth_requestor_id="
"<android.util.Log: int d(java.lang.String,java.lang.String)>","ExchangerSDK","Starting Exchanger sdk"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","DirectTapSDK","Starting DirectTap sdk"
