"<android.app.Activity: void setContentView(android.view.View)>","android.widget.ImageView{db1a91a V.ED..... ......ID 0,0-0,0}"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.yipinapp.gm/.activity.MainActivity }"
"<android.app.Activity: void setContentView(int)>","2130903044"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<android.widget.TextView: void setText(int)>","2131099648"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.View: void setBackgroundResource(int)>","2130837559"
"<android.view.View: void setVisibility(int)>","0"
"<org.apache.http.entity.AbstractHttpEntity: void setContentType(java.lang.String)>","application/x-www-form-urlencoded"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@d4db585"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@3e13fa6"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@8b0dde7"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
