"<android.app.Activity: void setContentView(android.view.View)>","android.widget.ImageView{59d7881 V.ED..... ......ID 0,0-0,0}"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.yipinapp.gm/.activity.MainActivity }"
"<android.app.Activity: void setContentView(int)>","2130903044"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<android.widget.TextView: void setText(int)>","2131099648"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.View: void setBackgroundResource(int)>","2130837559"
"<android.view.View: void setVisibility(int)>","0"
"<org.apache.http.entity.AbstractHttpEntity: void setContentType(java.lang.String)>","application/x-www-form-urlencoded"
"<org.apache.http.message.AbstractHttpMessage: void setHeader(java.lang.String,java.lang.String)>","User-Agent","com.yipinapp.gm/1.0.356 ShareSDK/2.1.1 Android/28"
"<java.lang.String: boolean startsWith(java.lang.String)>","https://"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@b9c8ac5"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.yipinapp.gm/.activity.SettingActivity }"
"<android.app.Activity: void setContentView(int)>","2130903045"
"<android.widget.TextView: void setText(int)>","2131099648"
"<android.view.View: void setVisibility(int)>","0"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","0.00KB"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@6cdb4e7"
"<android.view.Window: void setAttributes(android.view.WindowManager$LayoutParams)>","{(0,0)(fillxfill) gr=CENTER ty=APPLICATION
"
"  fl=}""","l=}"""
"<android.widget.ImageView: void setImageDrawable(android.graphics.drawable.Drawable)>","android.graphics.drawable.BitmapDrawable@6d7a5d7"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@5414ce2"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@cff7ba9"
"<org.apache.http.params.HttpProtocolParams: void setUserAgent(org.apache.http.params.HttpParams,java.lang.String)>","org.apache.http.params.BasicHttpParams@86e201d","Dalvik/2.1.0 (Linux; U; Android 9; AOSP on IA Emulator Build/PSR1.180720.117)"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@d5235d5"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { act=android.intent.action.VIEW dat=market://details?id=com.yipinapp.gm }"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<org.apache.http.params.HttpProtocolParams: void setUserAgent(org.apache.http.params.HttpParams,java.lang.String)>","org.apache.http.params.BasicHttpParams@97ad566","Dalvik/2.1.0 (Linux; U; Android 9; AOSP on IA Emulator Build/PSR1.180720.117)"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { act=android.intent.action.VIEW dat=market://details?id=com.yipinapp.gm }"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<org.apache.http.params.HttpProtocolParams: void setUserAgent(org.apache.http.params.HttpParams,java.lang.String)>","org.apache.http.params.BasicHttpParams@261f0fd","Dalvik/2.1.0 (Linux; U; Android 9; AOSP on IA Emulator Build/PSR1.180720.117)"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@cb47d9f"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.yipinapp.gm/.activity.SettingActivity }"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.app.Activity: void setContentView(int)>","2130903045"
"<android.widget.TextView: void setText(int)>","2131099648"
"<android.view.View: void setVisibility(int)>","0"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","0.00KB"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@bb0d0b2"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@58b4803"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.os.Handler: boolean sendMessage(android.os.Message)>","{ when=-1m35s110ms barrier=0 }"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.view.View: void setVisibility(int)>","8"
"<android.widget.Toast: void setText(int)>","2131099682"
"<android.view.View: void setVisibility(int)>","8"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.yipinapp.gm/.activity.SettingActivity }"
"<android.app.Activity: void setContentView(int)>","2130903045"
"<android.widget.TextView: void setText(int)>","2131099648"
"<android.view.View: void setVisibility(int)>","0"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","0.00KB"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.app.Activity: void setContentView(android.view.View)>","android.widget.ImageView{be40c1b V.ED..... ......ID 0,0-0,0}"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.yipinapp.gm/.activity.MainActivity }"
"<android.app.Activity: void setContentView(int)>","2130903044"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<android.widget.TextView: void setText(int)>","2131099648"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.View: void setBackgroundResource(int)>","2130837559"
"<android.view.View: void setVisibility(int)>","0"
"<org.apache.http.entity.AbstractHttpEntity: void setContentType(java.lang.String)>","application/x-www-form-urlencoded"
"<org.apache.http.message.AbstractHttpMessage: void setHeader(java.lang.String,java.lang.String)>","User-Agent","com.yipinapp.gm/1.0.356 ShareSDK/2.1.1 Android/28"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@39d55c"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.View: void setVisibility(int)>","0"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@6356d92"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@d0e5363"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@e13db60"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.support.v4.view.ViewPager: void setCurrentItem(int)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.View: void startAnimation(android.view.animation.Animation)>","android.view.animation.AnimationSet@78bd819"
"<android.app.Activity: void startActivity(android.content.Intent)>","Intent { cmp=com.yipinapp.gm/.activity.SettingActivity }"
"<android.app.Activity: void setContentView(int)>","2130903045"
"<android.widget.TextView: void setText(int)>","2131099648"
"<android.view.View: void setVisibility(int)>","0"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<org.xmlpull.v1.XmlPullParserFactory: void setNamespaceAware(boolean)>","1"
"<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>","ShareSDK.conf"
"<android.widget.TextView: void setText(java.lang.CharSequence)>","0.00KB"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
"<android.view.animation.AnimationSet: void setFillAfter(boolean)>","1"
